session_id,user_id,content_id,watch_date,watch_duration_minutes,completion_percentage,device_type,quality_level
S000430,U0013,M096,2024-06-10,24,28.6,Smart TV,4K
S000431,U0013,M033,2024-06-12,51,43.0,Smart TV,HD
S000432,U0013,S078,2024-03-08,20,81.7,Smart TV,HD
S000433,U0013,M041,2024-08-12,60,51.5,Smart TV,HD
S000434,U0013,M007,2024-05-16,104,76.7,Smart TV,HD
S000435,U0013,M024,2024-02-28,139,87.6,Gaming Console,HD
S000436,U0013,S034,2024-01-11,21,78.9,Smart TV,HD
S000437,U0013,M176,2024-06-05,107,66.1,Mobile,HD
S000438,U0013,S072,2024-02-19,18,89.7,Smart TV,HD
S000439,U0013,M129,2024-04-25,78,71.8,Tablet,HD
S000440,U0013,S086,2024-01-25,51,91.0,Smart TV,HD
S000441,U0013,M069,2024-08-03,119,100.0,Tablet,HD
S000442,U0013,S071,2024-08-23,35,95.1,Mobile,SD
S000443,U0013,M047,2024-01-16,51,42.7,Smart TV,HD
S000444,U0013,M054,2024-08-19,55,57.1,Mobile,HD
S000445,U0013,M081,2024-07-28,154,97.9,Smart TV,4K
S000446,U0013,S096,2024-01-05,33,56.1,Desktop,HD
S000447,U0013,S098,2024-01-06,57,100.0,Desktop,HD
S000448,U0013,S006,2024-04-11,12,42.9,Tablet,SD
S000449,U0013,M179,2024-05-06,140,80.5,Desktop,SD
S000450,U0013,S011,2024-03-29,32,83.7,Desktop,HD
S000451,U0013,S022,2024-04-18,10,27.0,Tablet,SD
S000452,U0013,S016,2024-05-01,34,63.6,Smart TV,4K
S000453,U0013,M190,2024-06-23,118,100.0,Smart TV,SD
S000454,U0013,M176,2024-05-24,99,61.0,Smart TV,HD
S000455,U0013,S057,2024-04-24,12,56.2,Desktop,SD
S000456,U0013,S093,2024-07-17,25,53.9,Mobile,HD
S000457,U0014,M161,2024-05-18,43,41.8,Tablet,HD
S000458,U0014,S060,2024-01-10,21,51.3,Desktop,SD
S000459,U0014,M199,2024-05-30,154,88.0,Mobile,SD
S000460,U0014,S063,2024-02-12,40,80.1,Desktop,4K
S000461,U0014,S032,2024-07-09,9,24.5,Smart TV,HD
S000462,U0014,M055,2024-02-16,119,84.1,Desktop,4K
S000463,U0014,S083,2024-07-30,47,89.7,Smart TV,4K
S000464,U0014,S053,2024-04-03,25,60.0,Mobile,SD
S000465,U0014,S067,2024-02-04,33,56.7,Mobile,SD
S000466,U0014,M145,2024-08-31,166,100.0,Smart TV,HD
S000467,U0014,M172,2024-01-17,71,50.5,Mobile,SD
S000468,U0014,S065,2024-02-05,30,70.2,Mobile,SD
S000469,U0014,M102,2024-01-08,87,59.6,Mobile,4K
S000470,U0014,M075,2024-01-30,102,82.3,Smart TV,4K
S000471,U0014,M119,2024-04-11,115,83.6,Smart TV,4K
S000472,U0014,S043,2024-01-13,10,30.9,Smart TV,HD
S000473,U0014,S085,2024-01-23,13,52.9,Smart TV,HD
S000474,U0014,M079,2024-01-08,95,61.4,Smart TV,SD
S000475,U0014,M029,2024-03-25,94,76.5,Mobile,HD
S000476,U0014,M077,2024-02-21,79,78.8,Smart TV,4K
S000477,U0014,S081,2024-01-27,5,20.5,Smart TV,SD
S000478,U0014,M172,2024-08-24,104,74.5,Smart TV,4K
S000479,U0014,S082,2024-06-13,31,67.6,Smart TV,HD
S000480,U0014,S055,2024-01-21,35,59.7,Smart TV,4K
S000481,U0014,M163,2024-06-27,58,69.6,Smart TV,HD
S000482,U0014,M089,2024-07-26,52,48.8,Smart TV,HD
S000483,U0014,M063,2024-07-26,58,55.9,Mobile,HD
S000484,U0014,M040,2024-07-03,128,75.1,Desktop,SD
S000485,U0014,M059,2024-05-04,146,100.0,Desktop,SD
S000486,U0014,M048,2024-08-29,96,93.0,Mobile,HD
S000487,U0014,M096,2024-08-09,53,63.3,Mobile,SD
S000488,U0014,M192,2024-07-09,81,57.5,Smart TV,HD
S000489,U0015,M184,2024-06-08,84,100.0,Tablet,HD
S000490,U0015,M122,2024-08-03,157,100.0,Smart TV,SD
S000491,U0015,M059,2024-01-22,107,73.8,Mobile,SD
S000492,U0015,S094,2024-07-13,45,100.0,Desktop,4K
S000493,U0015,S008,2024-06-26,25,92.1,Mobile,HD
S000494,U0015,M157,2024-03-15,88,87.2,Mobile,HD
S000495,U0015,S064,2024-02-25,37,100.0,Mobile,HD
S000496,U0015,S078,2024-08-03,25,100.0,Desktop,4K
S000497,U0015,M156,2024-06-07,119,68.4,Mobile,SD
S000498,U0015,M172,2024-02-10,141,100.0,Mobile,HD
S000499,U0015,S051,2024-02-03,23,100.0,Mobile,SD
S000500,U0015,S057,2024-03-17,23,100.0,Mobile,HD
S000501,U0015,M157,2024-07-05,98,96.3,Smart TV,4K
S000502,U0015,M174,2024-07-13,81,100.0,Mobile,HD
S000503,U0015,M119,2024-08-05,120,87.2,Mobile,HD
S000504,U0015,S071,2024-08-03,37,100.0,Smart TV,4K
S000505,U0015,M157,2024-08-29,94,92.9,Tablet,HD
S000506,U0015,M072,2024-03-24,125,100.0,Tablet,4K
S000507,U0015,M129,2024-01-19,108,99.7,Smart TV,HD
S000508,U0015,M137,2024-08-21,66,53.8,Smart TV,HD
S000509,U0015,M100,2024-07-02,96,66.3,Smart TV,HD
S000510,U0015,M088,2024-07-28,146,100.0,Smart TV,HD
S000511,U0015,M073,2024-06-12,77,54.8,Smart TV,4K
S000512,U0015,S030,2024-07-17,49,84.6,Smart TV,HD
S000513,U0015,M138,2024-04-20,125,85.6,Tablet,SD
S000514,U0015,M133,2024-08-23,121,98.5,Tablet,HD
S000515,U0015,S090,2024-08-06,46,94.9,Smart TV,4K
S000516,U0015,M016,2024-07-08,70,74.7,Mobile,SD
S000517,U0015,S007,2024-06-17,39,67.5,Gaming Console,4K
S000518,U0015,M120,2024-08-16,85,82.0,Mobile,HD
S000519,U0015,M170,2024-01-23,77,62.3,Mobile,SD
S000520,U0015,M025,2024-01-13,162,100.0,Smart TV,SD
S000521,U0015,M065,2024-03-23,102,100.0,Mobile,HD
S000522,U0015,S030,2024-06-16,58,100.0,Smart TV,4K
S000523,U0015,S096,2024-01-17,37,63.1,Mobile,HD
S000524,U0015,S002,2024-02-29,18,90.9,Mobile,SD
S000525,U0015,S030,2024-06-18,48,83.7,Smart TV,4K
S000526,U0015,M066,2024-08-06,120,90.1,Mobile,SD
S000527,U0015,S080,2024-06-13,27,80.6,Tablet,HD
S000528,U0015,M165,2024-03-15,141,92.4,Tablet,4K
S000529,U0015,S090,2024-01-16,39,80.1,Smart TV,SD
S000530,U0015,S003,2024-06-25,35,80.3,Mobile,HD
S000531,U0015,S100,2024-01-17,35,91.0,Smart TV,SD
S000532,U0015,S038,2024-07-07,52,100.0,Smart TV,4K
S000533,U0015,S085,2024-04-03,22,87.7,Gaming Console,HD
S000534,U0015,M043,2024-07-05,118,88.4,Smart TV,HD
S000535,U0015,S099,2024-08-02,29,76.8,Gaming Console,4K
S000536,U0015,M006,2024-01-31,137,87.8,Mobile,4K
S000537,U0015,M025,2024-02-07,143,88.7,Tablet,4K
S000538,U0015,M030,2024-04-08,91,63.0,Smart TV,HD
S000539,U0015,M035,2024-04-11,103,92.8,Smart TV,4K
S000540,U0015,M008,2024-06-18,110,71.6,Desktop,SD
S000541,U0015,M041,2024-07-07,117,100.0,Gaming Console,HD
S000542,U0015,S005,2024-04-09,27,95.2,Mobile,HD
S000543,U0015,M014,2024-07-17,105,86.3,Tablet,4K
S000544,U0015,M178,2024-07-03,166,98.7,Mobile,HD
S000545,U0015,M151,2024-05-12,118,80.7,Gaming Console,4K
S000546,U0016,S099,2024-04-13,28,73.4,Tablet,4K
S000547,U0016,M114,2024-07-11,34,22.1,Desktop,4K
S000548,U0016,M137,2024-07-31,114,92.0,Tablet,SD
S000549,U0016,M096,2024-07-22,62,73.6,Desktop,HD
S000550,U0016,S023,2024-04-20,32,78.7,Desktop,HD
S000551,U0016,M165,2024-05-31,88,57.7,Mobile,HD
S000552,U0016,M025,2024-04-14,162,100.0,Smart TV,HD
S000553,U0016,S002,2024-05-06,16,80.2,Smart TV,SD
S000554,U0016,S066,2024-03-20,13,37.6,Smart TV,SD
S000555,U0016,M071,2024-01-17,70,69.4,Desktop,HD
S000556,U0016,M085,2024-03-27,142,95.0,Smart TV,4K
S000557,U0016,M024,2024-04-06,159,100.0,Mobile,HD
S000558,U0016,M020,2024-08-17,85,79.6,Smart TV,HD
S000559,U0016,M021,2024-02-21,143,97.3,Smart TV,HD
S000560,U0016,M095,2024-07-19,104,80.0,Desktop,HD
S000561,U0016,M178,2024-05-11,169,100.0,Desktop,4K
S000562,U0016,M070,2024-08-25,171,100.0,Smart TV,HD
S000563,U0016,M126,2024-06-25,91,82.1,Mobile,HD
S000564,U0016,M156,2024-05-13,98,56.0,Gaming Console,HD
S000565,U0016,M027,2024-06-01,128,100.0,Desktop,HD
S000566,U0016,M191,2024-05-22,110,80.2,Desktop,HD
S000567,U0016,M082,2024-02-09,127,94.6,Smart TV,SD
S000568,U0016,S040,2024-03-08,28,84.7,Smart TV,HD
S000569,U0016,S074,2024-01-22,38,82.6,Smart TV,HD
S000570,U0016,M011,2024-05-25,33,41.5,Mobile,HD
S000571,U0016,S040,2024-05-23,33,99.1,Smart TV,HD
S000572,U0016,M032,2024-03-14,96,72.5,Desktop,SD
S000573,U0016,M137,2024-02-04,124,100.0,Mobile,SD
S000574,U0016,S059,2024-05-15,26,97.4,Smart TV,SD
S000575,U0016,M046,2024-02-08,88,60.4,Smart TV,HD
S000576,U0016,M114,2024-05-09,86,55.9,Smart TV,4K
S000577,U0016,M116,2024-03-30,125,92.0,Mobile,SD
S000578,U0016,M031,2024-04-28,104,100.0,Gaming Console,4K
S000579,U0016,S052,2024-07-04,24,44.0,Mobile,HD
S000580,U0016,M018,2024-02-01,48,57.5,Smart TV,HD
S000581,U0016,M077,2024-06-22,101,100.0,Desktop,SD
S000582,U0016,S047,2024-03-07,38,67.0,Mobile,HD
S000583,U0017,S021,2024-04-19,20,45.6,Desktop,SD
S000584,U0017,M113,2024-02-28,163,93.8,Mobile,HD
S000585,U0017,M043,2024-01-03,125,93.6,Tablet,4K
S000586,U0017,M037,2024-04-29,84,94.0,Mobile,HD
S000587,U0017,M200,2024-08-29,95,78.1,Tablet,SD
S000588,U0017,M167,2024-07-29,141,99.4,Smart TV,4K
S000589,U0017,M112,2024-07-18,164,98.7,Smart TV,4K
S000590,U0017,M110,2024-02-19,58,45.9,Smart TV,HD
S000591,U0017,S078,2024-07-28,20,80.4,Smart TV,HD
S000592,U0017,S021,2024-02-11,45,100.0,Tablet,HD
S000593,U0017,M045,2024-04-06,74,60.9,Mobile,SD
S000594,U0017,S074,2024-03-03,47,100.0,Smart TV,HD
S000595,U0017,S054,2024-01-02,26,48.3,Mobile,HD
S000596,U0017,M158,2024-03-16,172,100.0,Tablet,HD
S000597,U0017,S086,2024-04-16,35,63.0,Mobile,HD
S000598,U0017,M074,2024-08-20,92,63.0,Tablet,HD
S000599,U0017,M017,2024-02-06,53,55.1,Desktop,HD
S000600,U0017,M052,2024-06-06,70,59.1,Smart TV,HD
S000601,U0017,S015,2024-06-28,24,83.2,Mobile,SD
S000602,U0017,S010,2024-08-24,41,80.4,Mobile,HD
S000603,U0017,M153,2024-08-17,129,72.4,Mobile,HD
S000604,U0017,S031,2024-03-31,59,100.0,Smart TV,4K
S000605,U0017,S002,2024-08-30,18,91.2,Smart TV,HD
S000606,U0017,M015,2024-01-30,35,20.2,Mobile,HD
S000607,U0017,M067,2024-04-07,118,94.1,Mobile,SD
S000608,U0017,M189,2024-01-07,39,44.8,Mobile,SD
S000609,U0017,S061,2024-04-07,43,86.3,Smart TV,SD
S000610,U0017,M121,2024-08-08,76,49.9,Desktop,4K
S000611,U0017,M003,2024-06-04,75,74.1,Smart TV,HD
S000612,U0017,M032,2024-02-21,104,78.4,Smart TV,4K
S000613,U0017,M063,2024-06-26,93,89.5,Smart TV,HD
S000614,U0017,M177,2024-04-30,105,63.0,Smart TV,HD
S000615,U0017,M063,2024-08-08,54,52.6,Smart TV,HD
S000616,U0017,S087,2024-08-02,51,94.1,Smart TV,4K
S000617,U0017,M082,2024-03-16,135,100.0,Tablet,SD
S000618,U0017,M075,2024-02-09,118,95.2,Mobile,SD
S000619,U0017,M101,2024-07-25,85,56.1,Smart TV,HD
S000620,U0018,S074,2024-08-07,45,96.4,Mobile,HD
S000621,U0018,M172,2024-03-27,80,56.8,Gaming Console,HD
S000622,U0018,S084,2024-07-07,16,30.3,Desktop,4K
S000623,U0018,M200,2024-05-26,122,100.0,Mobile,SD
S000624,U0018,M190,2024-05-05,77,65.5,Mobile,HD
S000625,U0018,M080,2024-03-08,56,56.9,Tablet,HD
S000626,U0018,M051,2024-06-12,109,70.9,Mobile,HD
S000627,U0018,M055,2024-02-27,130,91.9,Mobile,HD
S000628,U0018,S045,2024-05-30,4,19.8,Mobile,SD
S000629,U0018,M200,2024-02-04,107,88.2,Mobile,HD
S000630,U0018,M013,2024-01-14,23,13.0,Mobile,4K
S000631,U0018,M061,2024-05-17,50,51.5,Smart TV,HD
S000632,U0018,S027,2024-07-05,37,74.8,Tablet,HD
S000633,U0018,S100,2024-04-19,17,46.0,Tablet,HD
S000634,U0018,M133,2024-04-09,63,51.7,Smart TV,HD
S000635,U0018,M103,2024-05-13,117,75.4,Mobile,HD
S000636,U0018,S046,2024-07-21,9,46.0,Desktop,SD
S000637,U0018,M085,2024-07-06,150,100.0,Tablet,4K
S000638,U0018,S067,2024-01-07,60,100.0,Smart TV,SD
S000639,U0018,S059,2024-07-16,22,83.0,Mobile,SD
S000640,U0018,S059,2024-01-11,22,83.1,Mobile,HD
S000641,U0018,S070,2024-05-10,54,99.5,Desktop,HD
S000642,U0019,S034,2024-07-12,22,83.5,Smart TV,SD
S000643,U0019,M153,2024-01-12,163,91.1,Smart TV,SD
S000644,U0019,M125,2024-02-08,82,50.0,Mobile,4K
S000645,U0019,M103,2024-04-02,145,93.0,Smart TV,HD
S000646,U0019,M074,2024-06-21,143,98.3,Mobile,SD
S000647,U0019,S082,2024-01-25,39,84.8,Mobile,SD
S000648,U0019,M114,2024-05-02,150,97.4,Tablet,4K
S000649,U0019,S073,2024-03-07,30,61.2,Desktop,SD
S000650,U0019,M137,2024-02-12,118,95.5,Smart TV,4K
S000651,U0019,S074,2024-01-28,47,100.0,Gaming Console,SD
S000652,U0019,S007,2024-02-23,54,93.7,Smart TV,4K
S000653,U0019,M073,2024-01-27,94,67.3,Desktop,HD
S000654,U0019,S030,2024-03-08,51,88.9,Smart TV,HD
S000655,U0019,S082,2024-05-17,38,84.6,Mobile,HD
S000656,U0019,S031,2024-07-03,47,80.1,Mobile,SD
S000657,U0019,M050,2024-08-01,77,80.7,Desktop,HD
S000658,U0019,M114,2024-06-04,127,82.6,Mobile,HD
S000659,U0019,M020,2024-01-14,102,95.2,Mobile,HD
S000660,U0019,M107,2024-03-15,70,77.3,Smart TV,4K
S000661,U0019,M052,2024-03-15,115,96.7,Smart TV,4K
S000662,U0019,M176,2024-05-13,134,82.4,Mobile,SD
S000663,U0019,M021,2024-01-19,146,99.0,Tablet,HD
S000664,U0019,M112,2024-01-17,154,92.5,Mobile,HD
S000665,U0019,M141,2024-04-11,142,96.7,Smart TV,SD
S000666,U0019,M120,2024-04-22,93,90.0,Tablet,4K
S000667,U0019,S002,2024-02-18,20,100.0,Mobile,HD
S000668,U0019,S050,2024-05-08,32,82.8,Mobile,SD
S000669,U0019,S041,2024-08-06,30,90.6,Tablet,HD
S000670,U0019,M060,2024-06-09,122,100.0,Smart TV,4K
S000671,U0019,S095,2024-05-05,28,88.3,Smart TV,4K
S000672,U0019,S057,2024-06-03,18,81.4,Desktop,SD
S000673,U0019,S081,2024-02-04,29,100.0,Mobile,HD
S000674,U0019,M012,2024-01-16,101,97.8,Smart TV,HD
S000675,U0019,M134,2024-03-04,73,55.4,Smart TV,SD
S000676,U0019,S079,2024-07-17,43,94.0,Mobile,HD
S000677,U0019,M187,2024-06-09,156,100.0,Desktop,HD
S000678,U0019,M170,2024-06-04,106,85.4,Mobile,HD
S000679,U0019,S089,2024-02-17,40,100.0,Mobile,HD
S000680,U0019,M060,2024-02-13,111,91.5,Smart TV,4K
S000681,U0019,M051,2024-03-22,148,96.1,Mobile,4K
S000682,U0019,M048,2024-05-31,95,92.1,Smart TV,SD
S000683,U0019,M096,2024-03-01,71,84.0,Smart TV,4K
S000684,U0019,M125,2024-03-18,152,92.9,Desktop,4K
S000685,U0019,M129,2024-04-27,109,100.0,Smart TV,4K
S000686,U0019,M059,2024-04-11,128,87.7,Desktop,SD
S000687,U0019,S046,2024-05-07,17,84.4,Smart TV,SD
S000688,U0019,M126,2024-07-31,108,96.5,Mobile,4K
S000689,U0019,M104,2024-06-16,83,77.0,Smart TV,4K
S000690,U0019,M112,2024-06-11,144,86.5,Smart TV,4K
S000691,U0019,M031,2024-02-16,89,86.3,Mobile,SD
S000692,U0019,S100,2024-04-14,26,67.8,Smart TV,HD
S000693,U0019,S072,2024-07-09,15,75.5,Smart TV,HD
S000694,U0019,M023,2024-06-29,142,96.9,Mobile,HD
S000695,U0019,M189,2024-02-26,66,75.2,Smart TV,HD
S000696,U0019,M178,2024-07-21,169,100.0,Smart TV,HD
S000697,U0019,S034,2024-06-28,23,87.6,Mobile,HD
S000698,U0019,M021,2024-01-13,148,100.0,Smart TV,HD
S000699,U0019,M077,2024-01-07,101,100.0,Smart TV,HD
S000700,U0019,M162,2024-02-25,116,100.0,Desktop,4K
S000701,U0019,M169,2024-01-11,123,78.8,Desktop,4K
S000702,U0019,M030,2024-05-15,73,50.5,Mobile,4K
S000703,U0019,S059,2024-08-27,23,86.0,Mobile,HD
S000704,U0019,M067,2024-01-07,126,100.0,Desktop,4K
S000705,U0019,S064,2024-04-11,22,61.1,Smart TV,SD
S000706,U0019,S031,2024-08-10,59,100.0,Mobile,HD
S000707,U0019,M025,2024-05-01,147,90.8,Mobile,SD
S000708,U0019,M084,2024-05-09,114,80.9,Smart TV,SD
S000709,U0019,M064,2024-05-08,109,96.7,Smart TV,HD
S000710,U0019,S028,2024-04-29,28,63.0,Smart TV,4K
S000711,U0019,M055,2024-03-20,128,90.2,Mobile,SD
S000712,U0019,M046,2024-04-13,147,100.0,Mobile,HD
S000713,U0020,S012,2024-07-14,34,100.0,Smart TV,4K
S000714,U0020,M009,2024-07-28,90,100.0,Smart TV,4K
S000715,U0020,M087,2024-08-29,87,62.8,Smart TV,HD
S000716,U0020,M077,2024-08-02,82,82.0,Tablet,4K
S000717,U0020,M068,2024-03-20,157,93.4,Mobile,SD
S000718,U0020,M177,2024-07-10,117,70.6,Mobile,HD
S000719,U0020,S031,2024-07-19,58,99.5,Desktop,HD
S000720,U0020,M093,2024-04-30,43,50.4,Desktop,HD
S000721,U0020,S073,2024-06-19,30,60.1,Mobile,SD
S000722,U0020,M034,2024-02-20,76,50.8,Smart TV,HD
S000723,U0020,S019,2024-02-25,9,23.8,Tablet,4K
S000724,U0020,M075,2024-03-26,104,84.0,Desktop,SD
S000725,U0020,M082,2024-06-23,105,77.9,Mobile,HD
S000726,U0020,S085,2024-08-22,19,75.5,Gaming Console,4K
S000727,U0020,M043,2024-04-16,112,84.3,Desktop,HD
S000728,U0020,M164,2024-05-02,121,88.7,Smart TV,HD
S000729,U0020,M139,2024-08-11,129,100.0,Mobile,HD
S000730,U0020,S012,2024-01-05,33,98.3,Smart TV,SD
S000731,U0020,M160,2024-01-10,81,51.1,Smart TV,HD
S000732,U0020,S057,2024-08-31,23,100.0,Smart TV,SD
S000733,U0020,M071,2024-04-04,62,61.0,Mobile,HD
S000734,U0020,M099,2024-04-23,70,44.5,Smart TV,HD
S000735,U0020,S042,2024-04-15,49,97.0,Smart TV,4K
S000736,U0020,M077,2024-06-26,75,74.7,Mobile,HD
S000737,U0020,M061,2024-03-17,99,100.0,Mobile,SD
S000738,U0020,S038,2024-03-13,37,73.0,Smart TV,HD
S000739,U0020,M189,2024-02-18,45,50.8,Desktop,HD
S000740,U0020,M004,2024-07-24,144,99.2,Desktop,HD
S000741,U0020,S040,2024-03-07,29,87.5,Smart TV,SD
S000742,U0020,M069,2024-05-23,92,77.5,Tablet,HD
S000743,U0020,S015,2024-01-22,26,89.8,Smart TV,SD
S000744,U0020,M029,2024-08-17,123,100.0,Tablet,SD
S000745,U0020,S097,2024-08-25,29,73.2,Smart TV,HD
S000746,U0020,S025,2024-05-30,35,98.7,Mobile,4K
S000747,U0020,M177,2024-04-18,163,97.8,Mobile,SD
S000748,U0020,S016,2024-08-18,55,100.0,Gaming Console,HD
S000749,U0020,M127,2024-05-16,164,92.1,Smart TV,SD
S000750,U0020,M097,2024-03-02,131,100.0,Mobile,4K
S000751,U0020,M135,2024-02-21,148,86.2,Smart TV,4K
S000752,U0020,M028,2024-02-22,164,94.0,Tablet,4K
S000753,U0020,S068,2024-08-22,9,37.3,Desktop,4K
S000754,U0020,M160,2024-03-30,160,100.0,Smart TV,HD
S000755,U0021,M048,2024-07-15,76,73.7,Mobile,HD
S000756,U0021,M034,2024-08-14,97,64.7,Tablet,HD
S000757,U0021,M198,2024-02-09,21,22.2,Desktop,4K
S000758,U0021,S068,2024-03-06,3,13.9,Tablet,SD
S000759,U0021,M014,2024-08-15,101,83.5,Mobile,HD
S000760,U0021,M006,2024-04-03,19,12.7,Smart TV,4K
S000761,U0021,M060,2024-02-07,67,55.5,Tablet,HD
S000762,U0021,M075,2024-06-11,105,84.6,Mobile,SD
S000763,U0021,M093,2024-05-19,27,32.0,Desktop,HD
S000764,U0021,M152,2024-01-09,80,52.7,Mobile,SD
S000765,U0021,M005,2024-01-22,155,92.1,Smart TV,4K
S000766,U0021,M141,2024-02-29,119,81.3,Desktop,HD
S000767,U0021,S044,2024-01-13,45,98.0,Mobile,SD
S000768,U0021,M191,2024-08-17,98,71.3,Smart TV,HD
S000769,U0021,M141,2024-07-21,99,67.4,Smart TV,HD
S000770,U0021,M182,2024-06-10,143,79.5,Mobile,HD
S000771,U0021,S074,2024-03-13,37,80.1,Tablet,4K
S000772,U0022,S087,2024-05-23,25,47.0,Smart TV,4K
S000773,U0022,M003,2024-03-07,79,78.2,Desktop,HD
S000774,U0022,M083,2024-05-14,109,94.3,Mobile,SD
S000775,U0022,S055,2024-05-01,55,93.8,Smart TV,HD
S000776,U0022,M011,2024-02-08,40,50.5,Smart TV,4K
S000777,U0022,M097,2024-01-15,123,94.2,Tablet,HD
S000778,U0022,S086,2024-02-03,57,100.0,Smart TV,HD
S000779,U0022,S037,2024-02-26,31,81.3,Smart TV,HD
S000780,U0022,S072,2024-01-18,18,87.3,Desktop,4K
S000781,U0022,S071,2024-04-10,31,84.5,Desktop,HD
S000782,U0022,S086,2024-04-03,54,96.3,Tablet,HD
S000783,U0022,M090,2024-03-23,86,100.0,Mobile,SD
S000784,U0022,M197,2024-08-03,133,85.2,Tablet,4K
S000785,U0022,M010,2024-06-29,174,100.0,Smart TV,HD
S000786,U0022,M008,2024-06-16,126,81.3,Mobile,HD
S000787,U0022,S065,2024-04-22,24,55.6,Smart TV,4K
S000788,U0022,M173,2024-07-08,95,58.2,Smart TV,HD
S000789,U0022,M039,2024-04-24,48,47.5,Desktop,4K
S000790,U0022,S089,2024-04-03,25,64.8,Smart TV,4K
S000791,U0022,S084,2024-05-26,28,53.3,Mobile,SD
S000792,U0022,S082,2024-08-29,43,94.9,Tablet,4K
S000793,U0022,M161,2024-08-04,50,48.3,Smart TV,HD
S000794,U0022,M107,2024-06-23,53,58.6,Tablet,4K
S000795,U0022,M120,2024-04-04,90,87.5,Mobile,HD
S000796,U0022,M006,2024-05-16,129,82.3,Desktop,4K
S000797,U0022,M132,2024-02-03,106,100.0,Mobile,HD
S000798,U0022,M098,2024-04-19,129,91.0,Mobile,SD
S000799,U0022,M060,2024-07-07,122,100.0,Smart TV,4K
S000800,U0022,M027,2024-05-31,97,76.4,Smart TV,SD
S000801,U0022,M113,2024-03-18,96,55.4,Smart TV,HD
S000802,U0022,M190,2024-07-11,109,92.9,Smart TV,SD
S000803,U0022,S093,2024-03-07,37,79.8,Mobile,SD
S000804,U0022,S093,2024-06-09,47,100.0,Mobile,HD
S000805,U0022,S012,2024-02-06,28,83.2,Smart TV,HD
S000806,U0022,M133,2024-07-03,107,87.4,Smart TV,SD
S000807,U0022,S096,2024-06-04,54,90.2,Smart TV,4K
S000808,U0022,M085,2024-08-09,106,70.9,Tablet,SD
S000809,U0022,M033,2024-08-18,89,75.1,Tablet,HD
S000810,U0022,S041,2024-06-04,9,28.3,Mobile,SD
S000811,U0022,M023,2024-02-01,81,55.2,Smart TV,SD
S000812,U0022,M196,2024-01-30,53,52.9,Smart TV,SD
S000813,U0022,M102,2024-03-21,101,69.0,Mobile,4K
S000814,U0022,S002,2024-06-12,14,74.9,Tablet,HD
S000815,U0022,M061,2024-01-29,92,93.7,Tablet,HD
S000816,U0022,S011,2024-01-10,32,82.6,Smart TV,4K
S000817,U0022,M077,2024-02-11,101,100.0,Mobile,HD
S000818,U0022,M037,2024-05-29,70,78.7,Tablet,4K
S000819,U0022,M151,2024-02-11,131,89.5,Mobile,HD
S000820,U0022,S063,2024-02-02,37,73.6,Mobile,SD
S000821,U0022,M170,2024-04-09,79,63.6,Desktop,HD
S000822,U0022,M017,2024-03-29,94,97.0,Desktop,4K
S000823,U0022,M061,2024-01-15,96,97.8,Smart TV,4K
S000824,U0022,M006,2024-03-18,94,60.3,Mobile,HD
S000825,U0022,S065,2024-01-31,13,30.8,Mobile,HD
S000826,U0022,M096,2024-08-01,43,51.6,Smart TV,HD
S000827,U0022,M027,2024-06-22,28,22.2,Gaming Console,4K
S000828,U0022,S020,2024-03-31,36,100.0,Smart TV,SD
S000829,U0022,M200,2024-08-11,122,100.0,Mobile,HD
S000830,U0022,S081,2024-03-03,24,84.5,Mobile,HD
S000831,U0022,M190,2024-01-10,114,96.6,Tablet,4K
S000832,U0022,S015,2024-05-14,26,88.5,Mobile,HD
S000833,U0022,M188,2024-07-17,88,77.5,Tablet,4K
S000834,U0022,M015,2024-02-29,41,23.3,Mobile,SD
S000835,U0022,M081,2024-04-02,130,82.4,Mobile,SD
S000836,U0022,M157,2024-02-19,95,93.3,Mobile,SD
S000837,U0022,M170,2024-01-19,123,98.8,Smart TV,HD
S000838,U0023,M200,2024-07-09,121,99.3,Mobile,HD
S000839,U0023,M183,2024-08-30,43,50.2,Smart TV,HD
S000840,U0023,M062,2024-03-13,122,89.7,Mobile,SD
S000841,U0023,S001,2024-03-02,42,85.5,Smart TV,HD
S000842,U0023,M068,2024-02-24,169,100.0,Smart TV,HD
S000843,U0023,S088,2024-08-27,54,93.8,Tablet,HD
S000844,U0023,S040,2024-03-29,27,80.7,Smart TV,SD
S000845,U0023,M048,2024-02-04,104,100.0,Gaming Console,4K
S000846,U0023,M174,2024-05-18,69,85.3,Mobile,HD
S000847,U0023,S075,2024-06-16,38,100.0,Smart TV,HD
S000848,U0023,M182,2024-02-14,159,88.4,Desktop,4K
S000849,U0023,M121,2024-04-06,49,32.3,Tablet,HD
S000850,U0023,M161,2024-01-02,63,60.7,Smart TV,SD
S000851,U0023,M023,2024-06-18,116,79.2,Mobile,HD
S000852,U0023,M071,2024-01-22,59,58.8,Desktop,SD
S000853,U0023,S001,2024-04-16,44,88.5,Mobile,HD
S000854,U0023,S065,2024-07-21,44,100.0,Tablet,HD
S000855,U0023,M075,2024-03-10,125,100.0,Tablet,SD
S000856,U0023,S029,2024-07-18,22,53.3,Smart TV,HD
S000857,U0023,S062,2024-01-09,46,86.3,Mobile,HD
S000858,U0023,M007,2024-07-17,48,35.5,Smart TV,HD
S000859,U0023,M110,2024-02-15,119,94.1,Mobile,SD
